ticker,volume,vwap,open,close,high,low,timestamp,trade_count,price_change,volatility,volume_surge,rsi,macd_line,macd_signal,macd_diff,adx,atr,buy_signal,mfi,ticker_encoded,T
AGMH,61616864.0,0.07702,0.0674,0.072,0.072,0.0612,1970-01-01 00:29:02.414400,30453.0,0.06824925816023729,0.17647058823529407,4.833766757518702,47.647128986770305,12.256883393833817,-0.604750405489769,12.861633799323586,5.756785555179216,95.25208882875836,1,0,0,AGMH
SGMO,8862131.0,0.8624,0.86,0.8694,0.9053,0.81,1970-01-01 00:29:02.414400,12395.0,0.010930232558139493,0.11765432098765424,4.2548320580868655,47.11870933123469,15.884357775337548,13.748412439338507,2.1359453359990415,6.672525399676866,102.58387006970906,1,0,0,SGMO
URG,4579331.0,0.8357,0.8131,0.8455,0.8625,0.8035,1970-01-01 00:29:02.414400,9948.0,0.03984749723281267,0.07342874922215314,2.063349115604082,46.42495621019237,-0.46081879695539385,-3.7714043867637046,3.3105855898083107,5.407877519128368,43.24051195046286,1,0,0,URG
LYRA,878525.0,0.1543,0.148,0.1589,0.1625,0.144,1970-01-01 00:29:02.414400,1316.0,0.0736486486486488,0.12847222222222235,2.135431352150198,47.330445416432056,10.169964523384287,6.637324467507388,3.5326400558768993,6.009778289537634,71.93301483777631,1,0,0,LYRA
XAIR,1796494.0,0.2785,0.3,0.2764,0.3,0.268,1970-01-01 00:29:02.414400,2497.0,-0.0786666666666667,0.11940298507462675,1.5285512025947594,47.865505308367574,42.13063581072409,22.722763215579935,19.407872595144152,7.835421519536578,171.0982954135058,1,0,0,XAIR
SUNE,123252038.0,0.5292,0.38,0.434,0.63,0.3715,1970-01-01 00:29:02.414400,148044.0,0.1421052631578947,0.6958277254374159,4.928656152640657,46.75508584933088,-23.183925287909677,-26.733728396104386,3.549803108194709,2.1545962603975504,66.99289615426304,1,0,0,SUNE
CNF,454756.0,0.9481,0.9081,0.856,0.95,0.7228,1970-01-01 00:29:02.414400,2491.0,-0.057372536064310135,0.3143331488655229,1.2242777193279066,47.14759395768391,-0.7091456494698889,-0.7671342016653001,0.057988552195411214,5.196280299442299,38.17774734314561,1,0,0,CNF
NVNI,7790240.0,0.2654,0.273,0.2525,0.278,0.248,1970-01-01 00:29:02.414400,7820.0,-0.07509157509157516,0.12096774193548399,4.533511921430548,46.49803078240272,-4.851526046769358,-5.498897911417507,0.6473718646481492,3.768236985693414,37.84505376134838,1,0,0,NVNI
SENS,11666651.0,0.6431,0.601,0.6737,0.6771,0.601,1970-01-01 00:29:02.414400,16235.0,0.12096505823627286,0.12662229617304502,4.097541113787628,48.10726711672092,-490.8656679965886,-717.0416125078334,226.17594451124478,3.1574110869623397,1232.645563853448,1,0,0,SENS
GLYC,197533.0,0.278,0.275,0.277,0.285,0.26605,1970-01-01 00:29:02.414400,373.0,0.007272727272727279,0.07122721292990027,1.8198392912748909,46.69327120668344,-7.257789217591984,-7.361349436323165,0.1035602187311806,3.319041751525274,40.83776517329721,1,0,0,GLYC
EFSH,447344.0,0.136,0.1301,0.1383,0.1401,0.128801,1970-01-01 00:29:02.414400,652.0,0.06302843966179872,0.08772447418886502,1.9842799098667518,47.44210112974593,-3.797013531817285,-4.617647596712791,0.8206340648955059,4.639459648297193,48.07789453166566,1,0,0,EFSH
STSS,1949001.0,0.325,0.325,0.3182,0.3444,0.313701,1970-01-01 00:29:02.414400,2312.0,-0.02092307692307701,0.09786070175103036,4.613264703264742,47.0538617922548,-5.861988877831074,-8.004855383479223,2.142866505648149,3.254341706984086,36.79590923820463,1,0,0,STSS
HUBC,1106980.0,0.566,0.5237,0.5796,0.6298,0.502,1970-01-01 00:29:02.414400,2772.0,0.10674050028642341,0.25458167330677295,1.4520691769334317,47.64985660402348,-3.2411698500213433,-3.4263321921853134,0.1851623421639701,4.08141427003286,68.5873307866517,1,0,0,HUBC
ERNA,84016.0,0.2653,0.275,0.2769,0.2769,0.2601,1970-01-01 00:29:02.414400,167.0,0.006909090909090753,0.06459054209919254,1.2623772046074002,48.041348871522864,65.27135411744013,43.30401720458068,21.967336912859444,7.486042065651135,333.1685746052655,1,0,0,ERNA
CGTX,465671.0,0.4418,0.4422,0.45,0.4578,0.426,1970-01-01 00:29:02.414400,1021.0,0.017639077340569943,0.07464788732394365,2.970545307942956,47.692489321155534,-6.1186670677324635,-6.34556591101884,0.2268988432863761,3.7731741812434207,60.514248143355225,1,0,0,CGTX
WBX,374007.0,0.3475,0.368,0.3416,0.39,0.33,1970-01-01 00:29:02.414400,1173.0,-0.07173913043478256,0.1818181818181818,1.8812623738471197,47.567634020961066,6.407019289560317,4.2160128062253746,2.1910064833349425,5.480279753738674,81.73345026557556,1,0,0,WBX
