ticker,volume,vwap,open,close,high,low,timestamp,trade_count,price_change,volatility,volume_surge,rsi,macd_line,macd_signal,macd_diff,adx,atr,buy_signal,mfi,ticker_encoded
SAG,2984277.0,0.835,0.5911,0.675,0.7199,0.568,1970-01-01 00:29:02.414400,5599.0,0.14193875824733562,0.2674295774647888,4.766276104678407,47.77563847308394,-21.938784159797454,-21.874588141981683,-0.064196017815771,3.507214336684801,68.98523996747899,0,0,0
CHRS,1615257.0,0.9285,0.9,0.9073,0.95,0.889,1970-01-01 00:29:02.414400,3883.0,0.008111111111111081,0.06861642294713155,1.7266397688659096,46.56935533277544,-12.608259216891454,-5.883170155491081,-6.725089061400373,5.343104044532242,43.05041911557782,0,0,0
SES,24292512.0,0.5547,0.5926,0.5499,0.611,0.53,1970-01-01 00:29:02.414400,28201.0,-0.07205534930813358,0.1528301886792452,4.611026749921038,46.98358858250436,-1.4243057089037592,5.219002272688627,-6.643307981592386,5.202578821076402,58.369856560440276,1,0,0
STEM,3697529.0,0.4456,0.42,0.459,0.485,0.42,1970-01-01 00:29:02.414400,5523.0,0.09285714285714294,0.15476190476190477,3.3547743849129517,47.339367441029104,-3.8186247260143986,-1.9879736905270469,-1.8306510354873518,4.149851125322298,31.990964247323713,0,0,0
SPHL,661906.0,0.5491,0.5279,0.5499,0.62,0.5183,1970-01-01 00:29:02.414400,999.0,0.04167455957567725,0.19621840632838128,2.0467719801032933,47.47254480078884,3.3246257543220956,0.402530812255354,2.9220949420667415,5.54190999064762,36.235151226570075,1,0,0
ALLR,4412707.0,0.9699,0.85,1.0,1.09,0.8311,1970-01-01 00:29:02.414400,7465.0,0.17647058823529416,0.31151485982432936,4.563688416624884,47.29868343963333,-28.01510743646093,-17.944794062867395,-10.070313373593535,4.45753907307208,94.53810489814437,0,0,0
JAGX,1360412.0,0.2595,0.25,0.254,0.2767,0.25,1970-01-01 00:29:02.414400,2845.0,0.016000000000000014,0.1068,1.8016907455045539,46.98497099264598,1.9945427804269116,0.8338753445981314,1.1606674358287803,5.677078019062594,45.11167765135794,1,0,0
CHGG,1671810.0,0.7543,0.745,0.7438,0.7718,0.74,1970-01-01 00:29:02.414400,4424.0,-0.0016107382550335286,0.04297297297297304,3.404417448563425,47.921916914263534,16.439519064014917,47.05573812715478,-30.616219063139866,7.568314936023102,230.21663462419156,1,0,0
VRPX,80561732.0,0.1448,0.1316,0.109,0.1316,0.101,1970-01-01 00:29:02.414400,102983.0,-0.17173252279635257,0.30297029702970285,4.144448711584651,46.685175617030566,-2.7305612247263937,4.751755570025062,-7.482316794751456,6.397217139240816,73.40187672537361,1,0,0
BW,913026.0,0.8875,0.8182,0.9,0.9222,0.8182,1970-01-01 00:29:02.414400,3687.0,0.09997555609875333,0.1271082864825226,1.2059593034006821,47.82876256274915,15.671311697647127,7.952150586338951,7.719161111308176,5.930101402815253,156.74786569531724,1,0,0
RTC,438337.0,0.3206,0.3105,0.3349,0.34,0.3051,1970-01-01 00:29:02.414400,476.0,0.07858293075684372,0.11438872500819418,2.039137149821829,46.826062129815554,-4.943664760743424,-4.01509466018144,-0.9285701005619842,4.7254983935193895,43.820091981352554,0,0,0
GORV,381043.0,0.8908,0.8973,0.8479,0.9652,0.8003,1970-01-01 00:29:02.414400,1923.0,-0.05505405104201493,0.20604773210046223,2.410389186481077,47.461584079793916,-3.0764773832707633,1.889096956209301,-4.965574339480064,5.265073486819029,61.79790100821326,1,0,0
DGLY,13798969.0,0.07025,0.0705,0.07,0.0728,0.0685,1970-01-01 00:29:02.414400,6184.0,-0.0070921985815600936,0.0627737226277372,4.9069728457704285,47.51076267718754,1.71173272045948,0.7817447786558214,0.9299879418036587,5.2851426003462,67.45215955489076,1,0,0
ONCO,11647158.0,0.1278,0.1245,0.125,0.1309,0.118,1970-01-01 00:29:02.414400,16960.0,0.004016064257028116,0.10932203389830504,3.4425031739348206,47.573087437298796,-29.858487924022892,-33.26902224945304,3.4105343254301452,3.8615181939151006,95.94250238029296,1,0,0
ASRT,554482.0,0.7055,0.73,0.7099,0.73,0.6941,1970-01-01 00:29:02.414400,1287.0,-0.027534246575342477,0.051721653940354315,3.537672168047754,47.309021484538874,-8.083353248634925,-4.867076173714036,-3.216277074920889,4.099894780603736,47.53086484060781,1,0,0
STRO,1677313.0,0.8786,0.8854,0.8208,0.965,0.8208,1970-01-01 00:29:02.414400,7354.0,-0.07296137339055793,0.175682261208577,2.603364713777999,46.969352392928435,1.2949592855303251,7.847599414373528,-6.552640128843203,5.978008951390045,57.32435916161501,1,0,0
CGBS,458828.0,0.2423,0.251,0.2404,0.251,0.2375,1970-01-01 00:29:02.414400,1350.0,-0.04223107569721115,0.05684210526315795,1.5012433253062507,46.97224186644711,6.414326618538922,3.7830046614655206,2.6313219570734017,6.63374514471581,55.400047985938116,1,0,0
STI,22309797.0,0.1744,0.145,0.1558,0.1987,0.1413,1970-01-01 00:29:02.414400,19377.0,0.07448275862068969,0.4062278839348901,4.109021415581993,46.770661770482654,-5.24729235550814,-4.362930799594064,-0.8843615559140758,4.633483018580774,33.47278792980636,0,0,0
FRGE,475704.0,0.5999,0.6,0.5948,0.6223,0.5825,1970-01-01 00:29:02.414400,2898.0,-0.008666666666666639,0.06832618025751064,1.725504534444147,45.92055040997487,-10.105479213131137,-5.308466835397038,-4.797012377734099,5.71524712664894,33.94517455132569,1,0,0
DVLT,486872.0,0.9401,0.93,0.9342,0.96,0.9078,1970-01-01 00:29:02.414400,1829.0,0.004516129032258044,0.05750165234633169,4.022944247329864,47.23774874866404,-10.270376339937034,-6.442287031319081,-3.828089308617953,3.939981025183706,40.189583371588355,0,0,0
DEVS,2172360.0,0.3874,0.366,0.37,0.43,0.3448,1970-01-01 00:29:02.414400,2752.0,0.01092896174863389,0.2470997679814385,2.6072798263829795,47.67160930597643,0.5623094780256039,3.7801938123280054,-3.2178843343024015,5.418486104520134,86.97295303773159,0,0,0
BTOG,10600943.0,0.2687,0.2773,0.2649,0.2773,0.255,1970-01-01 00:29:02.414400,15730.0,-0.04471691309051557,0.0874509803921568,2.5002070742019034,47.50297284037656,-9.575088218272391,-5.649962107344473,-3.925126110927918,3.71805349535625,50.134068746736226,1,0,0
AIFU,546574.0,0.3358,0.3756,0.328,0.3756,0.32,1970-01-01 00:29:02.414400,971.0,-0.12673056443024489,0.17374999999999993,1.6795274729191736,47.36731302178106,-0.21812982913321832,1.8078430168748925,-2.025972846008111,5.313646878035387,50.73971457082572,1,0,0
AMRN,3455296.0,0.4595,0.439,0.46,0.497,0.43,1970-01-01 00:29:02.414400,3120.0,0.04783599088838273,0.1558139534883721,3.8299875078837777,47.26794326125536,-7.543018643948333,-0.5521803033250365,-6.990838340623297,4.8374695716300185,49.3757990433654,0,0,0
BIAF,2729093.0,0.3058,0.281,0.2865,0.3192,0.2505,1970-01-01 00:29:02.414400,5612.0,0.019572953736654623,0.27425149700598794,4.534558170633149,47.21414930058115,-9.81132599758833,-5.573827595701675,-4.237498401886655,3.8040350943718932,57.644115875205785,0,0,0
ACET,125232.0,0.786,0.8,0.7775,0.813,0.764,1970-01-01 00:29:02.414400,760.0,-0.028125000000000094,0.06413612565445018,2.075095277547639,47.2183976962422,-3.5907688162913978,-3.0483769703446417,-0.542391845946756,3.6932903320000787,30.550273295752664,1,0,0
NOTE.WS,283547.0,0.1797,0.175,0.181,0.2199,0.17065,1970-01-01 00:29:02.414400,140.0,0.034285714285714315,0.2886024025783769,3.7054892264586883,47.139741213274135,-3.4022191270717776,-2.2069955700139308,-1.1952235570578469,4.17558947176473,25.281759823356577,0,0,0
PSIG,835642.0,0.4894,0.45,0.5,0.52,0.435,1970-01-01 00:29:02.414400,1986.0,0.11111111111111108,0.19540229885057475,4.541266056122793,46.933677079362376,-4.149053490117051,-2.0173995419323387,-2.1316539481847125,4.06881549585068,25.18022821193381,0,0,0
IRIX,474346.0,0.8988,1.145,0.8,1.145,0.782,1970-01-01 00:29:02.414400,835.0,-0.30131004366812225,0.4641943734015345,1.7062903959159477,46.98261185437537,-5.065379657417163,-2.6269955650293033,-2.4383840923878592,4.17739670872286,23.427711911081392,1,0,0
DRIO,1976794.0,0.6528,0.655,0.72,0.7261,0.655,1970-01-01 00:29:02.414400,374.0,0.09923664122137396,0.1085496183206106,4.749232643914102,47.14492712082895,-3.578061709020597,-4.046713061019449,0.4686513519988518,4.331648603499741,16.147180167335566,1,0,0
VIVK,88935.0,1.0113,0.9807,0.9458,1.0601,0.9458,1970-01-01 00:29:02.414400,444.0,-0.03558682573671871,0.12085007401141898,1.7717123664268128,46.76910599353195,-1.7645035794000528,-0.7114522253776616,-1.0530513540223911,4.961915303635979,13.226677274545013,1,0,0
ANGH,45324.0,0.6732,0.67,0.68,0.76,0.61,1970-01-01 00:29:02.414400,129.0,0.01492537313432837,0.24590163934426235,1.423420933621426,46.64670260084688,-0.21574217532415574,1.4477666564411404,-1.6635088317652962,6.471142530920159,17.49168910777688,0,0,0
MSPRW,138623.0,0.003098,0.003,0.0034,0.0034,0.003,1970-01-01 00:29:02.414400,45.0,0.13333333333333325,0.13333333333333325,2.4265333986836577,46.5065222176937,-1.439791866269898,0.8702549518989326,-2.3100468181688307,6.474645656530278,16.290639885792817,0,0,0
PBM,61527.0,0.694,0.691,0.699,0.7115,0.6706,1970-01-01 00:29:02.414400,302.0,0.01157742402315486,0.0609901580674024,2.0295089753992914,46.45541084243123,2.9062342666057503,2.360312887195893,0.5459213794098572,7.5149327022290935,22.171056008300223,1,0,0
ZVSA,43249.0,0.7189,0.7338,0.75957,0.7599,0.7,1970-01-01 00:29:02.414400,200.0,0.03511856091578081,0.08557142857142867,1.2041172015947614,46.72489862183201,-3.1146934646977726,-0.07249508310787767,-3.0421983815898948,6.304386889463963,32.4828472666825,0,0,0
VTAK,33162.0,0.4068,0.39905,0.391,0.4141,0.3801,1970-01-01 00:29:02.414400,128.0,-0.02017291066282421,0.08945014469876357,1.5558057705840957,46.30201038903802,-1.661838472813809,0.9147918757192031,-2.576630348533012,6.737525928334452,20.219073659282802,1,0,0
NUKKW,51224.0,0.1098,0.115,0.115,0.1175,0.1,1970-01-01 00:29:02.414400,128.0,0.0,0.17499999999999988,2.5466079365237193,46.872081049033255,-0.2712299792185213,3.1579400383586567,-3.429170017577178,6.67153811318791,33.62216216782047,0,0,0
VEEE,127993.0,0.3635,0.395,0.3502,0.4,0.35,1970-01-01 00:29:02.414400,396.0,-0.11341772151898735,0.142857142857143,3.5847761913030816,46.18936307080501,-4.085030926162261,-0.40565459111538615,-3.679376335046875,4.836235724885961,22.546477346808096,1,0,0
EOSEW,23755.0,0.4042,0.399,0.43,0.4474,0.384999,1970-01-01 00:29:02.414400,59.0,0.07769423558897236,0.16208094046997537,2.523691143974163,45.20611396184411,-4.457784202902726,-2.3009054571229135,-2.1568787457798124,6.452043693232345,11.955257110904682,0,0,0
PET,104732.0,0.2469,0.2461,0.2403,0.2551,0.233,1970-01-01 00:29:02.414400,327.0,-0.023567655424624134,0.09484978540772523,3.496661324786325,46.10219991901355,-1.5710278362682022,-1.591868863960706,0.020841027692503733,7.017071638576126,16.83314339382565,1,0,0
DHAIW,49322.0,0.01241,0.0156,0.0156,0.0172,0.0114,1970-01-01 00:29:02.414400,36.0,0.0,0.5087719298245613,1.2676244570664885,47.00586209854669,-5.363517712954451,-2.9344145525610923,-2.4291031603933586,4.389804753792675,26.18348256936227,0,0,0
SLGL,21112.0,0.5882,0.5828,0.5825,0.61,0.57,1970-01-01 00:29:02.414400,49.0,-0.0005147563486615768,0.0701754385964913,1.5080430869453412,47.222934911903025,-1.5984875648421166,0.6089863433675833,-2.2074739082096997,5.662326590878611,36.25117287155878,1,0,0
SKGRW,53651.0,0.5687,0.55,0.57,0.5712,0.54,1970-01-01 00:29:02.414400,38.0,0.03636363636363619,0.05777777777777778,2.8584596040321375,47.16999293531536,-2.7099817346012287,-2.3606752656950847,-0.34930646890614403,4.459839471049989,26.74219488372351,0,0,0
LRHC,235356.0,0.2063,0.2066,0.2071,0.2115,0.2015,1970-01-01 00:29:02.414400,449.0,0.002420135527589547,0.04962779156327534,3.882660367024541,47.014555552028185,-1.8292857841155055,0.24529253318082106,-2.0745783172963264,4.527513724111939,30.025566322543405,0,0,0
FMST,39066.0,0.7469,0.7431,0.74,0.79,0.7,1970-01-01 00:29:02.414400,101.0,-0.004171713093796248,0.1285714285714287,1.978706592649621,46.82724584042798,-0.5633337094620892,-1.4352592137313833,0.8719255042692942,4.767440468605124,23.22424810772304,1,0,0
XAGE,304403.0,0.2178,0.2161,0.2077,0.2286,0.2077,1970-01-01 00:29:02.414400,781.0,-0.03887089310504392,0.10062590274434281,4.129547680611666,46.334847374246536,-0.4876579795477838,-0.38577476476486217,-0.10188321478292162,4.797003874273384,20.13455096870394,1,0,0
TLPH,59415.0,0.5943,0.5846,0.6109,0.6109,0.5601,1970-01-01 00:29:02.414400,190.0,0.04498802600068421,0.09069808962685226,3.2811826947503286,46.92603034077602,-0.7548578215462243,-0.27174065883990495,-0.4831171627063193,4.795153126409393,23.143627329123564,0,0,0
CSLRW,76637.0,0.1664,0.1436,0.1892,0.195,0.1436,1970-01-01 00:29:02.414400,68.0,0.31754874651810583,0.3579387186629526,2.9183485400070066,46.593735742266894,0.3727089581554921,0.17286165178016125,0.19984730637533085,4.650395646067338,21.73723852414751,1,0,0
SWAG,65135.0,1.0218,0.9,1.0,1.17,0.9,1970-01-01 00:29:02.414400,196.0,0.11111111111111108,0.2999999999999999,2.8527193574100194,46.921680209472676,3.586152440480447,2.3400620696156755,1.2460903708647715,5.166520368920392,29.06687289056575,1,0,0
WAI,72800.0,0.2222,0.2112,0.22,0.2249,0.2112,1970-01-01 00:29:02.414400,172.0,0.04166666666666668,0.0648674242424242,2.7387777827938544,47.370231876435376,-2.396728581896106,-1.7070285152427216,-0.6897000666533843,4.570093463861825,25.317419564173886,0,0,0
TSBX,69911.0,0.3948,0.394,0.4039,0.41,0.38,1970-01-01 00:29:02.414400,268.0,0.025126903553299402,0.07894736842105256,1.818732862635733,46.05486217077407,-0.7581062727029995,0.7102095290081337,-1.468315801711133,4.086914161485594,21.781312032754357,0,0,0
TALKW,40880.0,0.1019,0.097501,0.1055,0.1136,0.097499,1970-01-01 00:29:02.414400,69.0,0.08204018420323886,0.16514015528364398,1.5556029102864624,46.166001763706134,-3.586571247374927,-1.023453378396972,-2.563117868977955,4.314423814605154,19.54525889602075,0,0,0
KVACW,79304.0,0.03184,0.031,0.0358,0.0365,0.029,1970-01-01 00:29:02.414400,73.0,0.1548387096774193,0.25862068965517226,2.388358169399236,45.83489205236865,-0.0587833109237792,-0.161737517418899,0.1029542064951198,6.248477828483595,19.263180359979465,1,0,0
RZLVW,10608.0,0.3289,0.381,0.355,0.381,0.319998,1970-01-01 00:29:02.414400,20.0,-0.06824146981627302,0.19063244145275907,1.4611167736425994,46.33443154652922,-2.1914681643062544,-1.271713690711748,-0.9197544735945065,4.947157366941935,24.62544222134662,1,0,0
XELB,180181.0,0.2638,0.2891,0.2729,0.2901,0.2573,1970-01-01 00:29:02.414400,265.0,-0.056035973711518666,0.12747765254566676,4.444019672163495,46.76202190758774,-1.8643385921022002,-1.1590854556559185,-0.7052531364462817,5.188701936485994,27.950574160242752,1,0,0
STSSW,216312.0,0.02443,0.0252,0.0244,0.02905,0.0211,1970-01-01 00:29:02.414400,154.0,-0.03174603174603169,0.37677725118483407,3.6835114535014406,47.20957527386739,-1.965589167803131,1.4753390160127886,-3.4409281838159194,5.306493340679187,34.870971700955046,1,0,0
IMNN,205259.0,0.9177,0.87,0.9272,0.9716,0.852,1970-01-01 00:29:02.414400,354.0,0.06574712643678164,0.14037558685446014,1.871667165148122,47.56562727699938,0.930816951729696,1.749775377677407,-0.818958425947711,5.744235668990814,43.03826029317042,0,0,0
RVPHW,41380.0,0.05692,0.06,0.0504,0.06,0.0451,1970-01-01 00:29:02.414400,58.0,-0.15999999999999998,0.3303769401330376,2.059403181175721,47.12469725971135,-0.4004174164123633,-1.8853336367973916,1.4849162203850284,5.017712070555009,22.71175671737377,1,0,0
HSDT,38152.0,0.3975,0.4,0.404,0.424,0.3879,1970-01-01 00:29:02.414400,83.0,0.010000000000000009,0.09306522299561733,2.092309042249813,45.42932807729167,-2.210716004932639,0.026613500635513265,-2.237329505568152,6.268080015056575,25.65190374412705,0,0,0
SISI,97607.0,0.8797,0.8199,1.0,1.0,0.8102,1970-01-01 00:29:02.414400,250.0,0.2196609342602757,0.23426314490249317,2.4742453585877535,45.52849864356721,0.8558556524546894,1.9289362916648845,-1.073080639210195,5.493247849370124,25.332221800398656,0,0,0
ICUCW,61395.0,0.04554,0.043861,0.0446,0.05,0.039901,1970-01-01 00:29:02.414400,88.0,0.016848681060623413,0.2531014260294229,2.5381791422405597,46.184153789225384,-0.45618022343533937,-0.15239596961176316,-0.3037842538235762,5.86782637624772,28.599359138437507,0,0,0
AIEV,1238041.0,0.1949,0.168875,0.1805,0.1998,0.1652,1970-01-01 00:29:02.414400,1585.0,0.06883789785344188,0.20944309927360769,4.7000852668975375,46.03567640730734,-3.8969883819343423,-1.9792900678543606,-1.9176983140799817,4.774136454344733,22.61452603330822,0,0,0
FLDDW,445901.0,0.8699,0.83,0.9,0.94,0.8014,1970-01-01 00:29:02.414400,438.0,0.08433734939759044,0.17294734215123528,4.3368327478281845,47.08757774362964,-2.862747167572305,-0.9463469142059616,-1.9164002533663433,5.385816771527426,29.993111861972757,0,0,0
CNCKW,464815.0,0.8582,0.86,0.7,0.86,0.7,1970-01-01 00:29:02.414400,71.0,-0.186046511627907,0.22857142857142862,4.67533238247169,46.755139753291104,-3.682439838509204,-3.727491201347733,0.04505136283852895,4.345023794857101,22.36943199882959,1,0,0
LVLU,13857.0,0.4415,0.46,0.4301,0.462,0.43,1970-01-01 00:29:02.414400,107.0,-0.06500000000000009,0.07441860465116286,1.3771068532358086,46.79095727875015,-0.9338124293594134,0.06768625720386745,-1.001498686563281,5.971883403548557,24.80675442448407,1,0,0
EVLVW,252244.0,0.2001,0.19,0.2099,0.22,0.19,1970-01-01 00:29:02.414400,16.0,0.10473684210526316,0.15789473684210525,4.150019578357853,46.206147010814945,-1.7399597747234594,0.46443302913496076,-2.20439280385842,4.76587976096892,22.794161318820443,0,0,0
ARBEW,21438.0,0.2694,0.36,0.2455,0.365,0.2434,1970-01-01 00:29:02.414400,107.0,-0.31805555555555554,0.4995891536565324,2.7193160485057586,45.92767047903408,-1.332886637230505,1.072711121186728,-2.4055977584172332,4.699702925442231,23.48880259166783,1,0,0
TRIB,60169.0,0.672,0.6616,0.66,0.698,0.66,1970-01-01 00:29:02.414400,255.0,-0.0024183796856105423,0.057575757575757454,3.1028383423750494,46.345107052049364,-2.673371533430373,0.01714337461042159,-2.690514908040795,4.643126746261239,24.12855988771359,1,0,0
LGHLW,51246.0,0.00648,0.0063,0.0064,0.0064,0.0063,1970-01-01 00:29:02.414400,35.0,0.015873015873015914,0.015873015873015914,1.7885163055617601,46.62080660879253,1.2486955894962009,1.2777546385268517,-0.02905904903065082,5.332964725200532,31.56998692609818,0,0,0
GRABW,179991.0,0.4918,0.4999,0.49,0.5069,0.4755,1970-01-01 00:29:02.414400,230.0,-0.01980396079215847,0.06603575184016833,3.4207635526025713,46.683898496347,-1.1146972943990718,0.7992642519416671,-1.913961546340739,5.402185965096047,29.35073785994831,1,0,0
LNKS,225588.0,0.6313,0.5869,0.669,0.7,0.5391,1970-01-01 00:29:02.414400,366.0,0.13988754472652934,0.29846039695789267,4.017996452005899,47.13354863896207,-2.0402119730076187,-0.2556298241984869,-1.7845821488091318,5.336766166708627,32.12323103698197,0,0,0
NXPL,11360.0,0.9559,0.97,0.951,0.9859,0.911,1970-01-01 00:29:02.414400,71.0,-0.0195876288659794,0.08221734357848515,1.6113475177304966,46.258198840971616,-3.971577467494747,-1.9665782727605396,-2.004999194734207,4.042501183457567,21.126505972799855,1,0,0
ADGM,29456.0,0.9497,0.965,0.903,0.965,0.903,1970-01-01 00:29:02.414400,272.0,-0.06424870466321238,0.06866002214839417,1.2416432720436361,46.909883256387175,-0.4141005411418277,-0.2674605776516932,-0.14663996349013453,5.046407542058626,25.53735753131898,1,0,0
EQ,36290.0,0.8081,0.8,0.8098,0.839,0.784,1970-01-01 00:29:02.414400,152.0,0.0122499999999999,0.07015306122448971,1.9678976194349547,46.969867642179075,-2.600155771787122,-0.8167570855644875,-1.7833986862226348,4.913488067719812,23.352854869117067,0,0,0
BNAIW,13978.0,0.02047,0.0305,0.0305,0.0305,0.0305,1970-01-01 00:29:02.414400,6.0,0.0,0.0,3.563089472342595,46.86414547996114,1.4260011995179873,1.017802294178685,0.40819890533930225,5.267790963715108,28.57354087102674,1,0,0
BENFW,494972.0,0.006551,0.0065,0.007,0.0073,0.0063,1970-01-01 00:29:02.414400,55.0,0.076923076923077,0.15873015873015872,4.241121844469693,45.94085552165598,-0.7202376472724978,-0.6740313122286232,-0.04620633504387461,5.23342572006215,19.553195815803242,0,0,0
TYGO,39640.0,0.9198,0.9,0.9,0.98,0.9,1970-01-01 00:29:02.414400,84.0,0.0,0.08888888888888884,2.3241088180112572,46.65941868108057,-2.0371114719688492,-0.9408160738711908,-1.0962953980976584,4.771252633605684,20.651218214083144,0,0,0
ISRLW,48935.0,0.1044,0.1,0.1081,0.11,0.098,1970-01-01 00:29:02.414400,42.0,0.08099999999999996,0.12244897959183669,2.046924280324262,47.13293953662985,0.8391382687200206,0.07279348930355978,0.7663447794164608,5.700562914917354,28.7601284601023,1,0,0
PMEC,70281.0,0.8238,0.813,0.8041,0.8278,0.8039,1970-01-01 00:29:02.414400,81.0,-0.010947109471094599,0.029730065928598125,3.3445801250630547,46.646823985996335,-3.183133236067466,1.3413850953047186,-4.524518331372184,4.71536386816653,28.674014108610645,1,0,0
LOTWW,31997.0,0.1072,0.0927,0.1,0.1199,0.0927,1970-01-01 00:29:02.414400,111.0,0.07874865156418555,0.2934196332254585,1.3479799469183131,46.56262177254124,-5.772541504142236,-1.0284215074533571,-4.7441199966888785,4.904545392351784,24.94508818548571,0,0,0
BLDEW,11776.0,0.2567,0.2664,0.2444,0.2664,0.242,1970-01-01 00:29:02.414400,35.0,-0.08258258258258265,0.10082644628099187,1.414976449101221,45.80974525197832,-4.825885939120086,-3.7252535776514306,-1.1006323614686555,4.654764827895463,17.889985113197053,1,0,0
BBLG,15206.0,0.8279,0.8165,0.8202,0.84,0.8075,1970-01-01 00:29:02.414400,93.0,0.004531537048377264,0.040247678018575817,2.201024809657528,44.47720259764883,-2.00902818523495,-0.8029723892798848,-1.206055795955065,6.642010032319078,13.501082544894413,0,0,0
LSEAW,27680.0,0.1028,0.091001,0.1078,0.1138,0.091001,1970-01-01 00:29:02.414400,74.0,0.18460236700695606,0.2505357083988088,1.307980191282652,44.44375743233935,-2.0147501652739415,-1.2461157502229194,-0.768634415051022,5.84630511667956,13.048254355702031,0,0,0
LANV.WS,303057.0,0.01767,0.02,0.0157,0.0219,0.0157,1970-01-01 00:29:02.414400,117.0,-0.21500000000000008,0.3949044585987262,3.765852749301025,47.123507883829234,9.089713631767857,3.2386237817222048,5.8510898500456525,8.793920267803568,40.698692786294096,1,0,0
TC,4887.0,0.7807,0.7808,0.7852,0.7906,0.777,1970-01-01 00:29:02.414400,32.0,0.005635245901639292,0.01750321750321743,1.3059861036878675,46.004218016612384,-2.1614142386295327,0.47847264195613376,-2.6398868805856663,5.524741930347408,23.53254197277486,0,0,0
STFS,16645.0,0.9312,0.936,0.9238,0.9516,0.9218,1970-01-01 00:29:02.414400,153.0,-0.01303418803418814,0.032328053807767466,1.9912192554311416,44.377235215975055,-3.3095275126005106,-1.783491242969027,-1.5260362696314835,4.165535040384928,16.48224764452376,1,0,0
PL.WS,22650.0,0.8538,0.769999,0.8534,0.9179,0.769999,1970-01-01 00:29:02.414400,122.0,0.10831312767938668,0.1920794702330783,1.4609510049278878,45.808022823213115,-1.5693164292764656,-0.6407609106516676,-0.928555518624798,4.614252081002155,17.65479851430138,0,0,0
ASTLW,72877.0,0.5203,0.52,0.45,0.568226,0.4425,1970-01-01 00:29:02.414400,157.0,-0.13461538461538464,0.2841265536723164,2.7316650798767554,46.22019769320769,0.37621459043268146,0.024466647700207123,0.35174794273247434,5.493782011255485,20.58307858057958,1,0,0
MWG,17955.0,0.3026,0.3031,0.306,0.32,0.286,1970-01-01 00:29:02.414400,48.0,0.009567799406136635,0.11888111888111899,2.415709173102279,44.44879034888471,-0.31732113856233823,1.680378696090338,-1.9976998346526762,4.961794995572741,15.675729978652441,0,0,0
EONR.WS,5710.0,0.05802,0.0525,0.0608,0.0748,0.05,1970-01-01 00:29:02.414400,13.0,0.15809523809523812,0.49600000000000005,1.6052853528254147,43.116895917601745,-3.710588739730248,-0.8382420231098278,-2.87234671662042,5.656278155016348,11.049822889695617,0,0,0
EVEX.WS,6293.0,0.2705,0.2288,0.24,0.276,0.2288,1970-01-01 00:29:02.414400,14.0,0.048951048951048896,0.20629370629370639,1.969147005444646,45.09319278613018,-2.4653063154228896,-1.5728012224550352,-0.8925050929678544,5.94825899347932,14.966051603468335,0,0,0
HOLOW,60796.0,0.1093,0.1186,0.105,0.1186,0.101,1970-01-01 00:29:02.414400,107.0,-0.11467116357504217,0.17425742574257416,3.6180342307600757,45.33290841463617,-2.5305646544064118,-1.7205456095105873,-0.8100190448958244,5.691525857957986,15.160584027995602,1,0,0
CGBSW,15407.0,0.03325,0.0326,0.032501,0.0393,0.032501,1970-01-01 00:29:02.414400,30.0,-0.003036809815950765,0.20919356327497612,3.2632270089380273,46.71712277478843,-1.5304432438500335,-0.2178894842399735,-1.31255375961006,5.891966727183521,23.12193542360735,1,0,0
MITQ,10761.0,0.5604,0.55955,0.5645,0.5701,0.54,1970-01-01 00:29:02.414400,45.0,0.008846394424090805,0.055740740740740764,1.7836305774713255,46.81182753352958,-2.81267730328398,-0.7368470480487749,-2.0758302552352053,5.913323420097561,21.508768536206823,0,0,0
EVGOW,29320.0,0.2433,0.25,0.2563,0.262099,0.236,1970-01-01 00:29:02.414400,52.0,0.02519999999999989,0.11058898305084763,2.5227581697096935,45.767474150787365,-1.568299730452427,-0.9391229070070231,-0.629176823445404,5.116431263267102,14.94483955682047,0,0,0
INVZW,22694.0,0.07502,0.073,0.083757,0.0873,0.0682,1970-01-01 00:29:02.414400,17.0,0.1473561643835617,0.28005865102639305,2.4847263888584754,46.30644252883775,-0.22227983014192176,0.02371271406035897,-0.24599254420228073,5.407555104692426,18.358404410971442,0,0,0
NWTNW,115189.0,0.03025,0.0231,0.0319,0.0319,0.0231,1970-01-01 00:29:02.414400,286.0,0.38095238095238093,0.38095238095238093,2.7460735979860202,45.62094267008405,-3.3968798815700687,-0.6236303219618279,-2.773249559608241,4.96339632421425,19.299558760866255,0,0,0
CINGW,6507.0,0.0386,0.04,0.0363,0.0433,0.031,1970-01-01 00:29:02.414400,19.0,-0.09250000000000004,0.39677419354838706,2.1414467188836963,43.88381930431577,-2.5352864544407225,-0.9790624275464789,-1.5562240268942436,5.091919189378129,16.798452960705223,1,0,0
MKDWW,4273.0,0.01402,0.0153,0.011,0.0154,0.011,1970-01-01 00:29:02.414400,19.0,-0.28104575163398693,0.40000000000000013,1.8759329177276318,45.18082831328144,-3.6771628459596286,-1.6575310884730703,-2.0196317574865583,4.772971036393699,20.604971649754994,1,0,0
BTCTW,34700.0,0.02344,0.025,0.0182,0.025,0.0182,1970-01-01 00:29:02.414400,37.0,-0.272,0.37362637362637363,1.797666659759206,42.569868640762756,-1.436172022027403,0.03025844245539383,-1.4664304644827968,5.495858640272083,11.10409545151506,1,0,0
